patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep
